customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score
30577,37,4,37,1,0,0,0,64,41364.0,2,16,24,1,1,3,2,2,32,8.805
79987,50,19,50,0,0,0,0,56,61925.0,6,15,24,2,1,2,1,9,33,9.849
51104,45,16,45,0,0,0,0,58,51116.0,6,10,12,2,0,0,0,11,30,0.0
38980,42,10,42,1,0,0,0,56,45703.0,2,6,12,2,2,0,0,11,32,0.0
16187,47,17,47,0,0,0,0,61,35012.0,5,41,48,1,0,2,1,11,26,10.882
38848,36,5,36,1,0,0,0,61,45683.0,2,12,24,1,0,2,1,8,30,13.352
12285,64,31,64,1,0,1,0,64,32177.0,2,12,24,1,0,0,0,9,26,0.0
29973,56,22,56,1,0,0,0,60,41085.0,6,27,36,1,0,0,2,6,33,9.78
45186,65,35,65,1,0,0,0,32,48000.0,5,7,12,6,0,1,1,13,54,8.812000000000001
8383,35,7,35,1,0,0,0,54,30387.0,3,15,24,2,3,0,0,9,35,0.0
30,23,0,23,0,0,0,0,65,13453.0,2,30,36,0,1,0,0,14,19,0.0
48801,55,26,55,1,0,0,0,59,50127.0,2,11,12,2,4,0,0,8,31,0.0
62656,36,11,36,1,0,0,0,55,55629.0,2,-6,0,2,2,0,0,15,28,0.0
38878,34,6,34,1,0,0,0,52,45705.0,2,25,36,2,2,3,2,8,38,9.198
33493,24,0,24,0,0,0,0,42,42503.0,4,10,12,4,0,3,2,11,45,9.105
22447,35,11,35,0,0,0,0,60,38160.0,3,33,36,1,0,0,0,7,31,0.0
23238,43,10,43,0,0,0,0,53,38309.0,5,40,48,3,2,4,1,7,39,11.725999999999999
30655,51,21,51,0,0,1,0,43,41529.0,4,29,36,4,1,1,24,9,47,30.901999999999997
3622,49,24,49,1,0,0,0,51,26229.0,1,10,12,3,0,0,0,4,44,0.0
51045,24,0,24,0,0,0,0,76,51006.0,7,30,36,1,1,2,1,8,15,10.415999999999999
21053,47,19,47,0,0,0,0,36,37925.0,5,34,36,5,1,5,3,11,51,10.543
45341,39,8,39,1,0,0,0,60,48036.0,4,31,36,1,1,0,0,7,31,0.0
31364,63,31,63,1,0,0,0,55,41939.0,6,5,12,2,0,0,0,9,34,0.0
552,47,21,47,0,0,0,0,54,18792.0,4,12,24,2,3,4,1,12,33,7.506
6296,37,9,37,0,0,0,0,36,28274.0,6,27,36,5,3,0,0,14,49,0.0
16869,36,8,36,0,0,0,0,58,35341.0,7,29,36,2,1,0,0,8,33,0.0
86518,18,0,18,1,0,0,0,58,64688.0,4,13,24,2,2,4,1,7,33,12.069
29609,33,0,33,1,0,0,0,50,41108.0,6,9,12,3,0,0,0,10,39,0.0
47036,52,20,52,0,0,0,0,54,48570.0,2,22,24,2,0,3,2,11,34,11.213
7322,37,11,37,0,0,0,0,46,29762.0,7,25,36,4,0,0,0,12,41,0.0
35432,44,15,44,1,0,0,0,58,43769.0,3,0,12,2,1,0,0,7,33,0.0
113973,56,25,56,0,0,0,0,45,75544.0,4,8,12,4,7,1,26,9,45,32.74
56664,47,19,47,0,0,0,0,52,53399.0,4,22,24,3,0,3,2,11,36,11.707
39993,47,17,47,1,0,0,0,54,46023.0,5,36,48,2,1,0,0,16,28,0.0
6474,44,16,44,0,0,0,0,42,28473.0,3,11,24,4,3,0,0,10,46,0.0
48124,35,4,35,1,0,0,0,36,49837.0,7,8,12,5,0,0,0,11,52,0.0
26677,47,15,47,1,0,0,0,62,40216.0,6,31,36,1,3,0,0,12,25,0.0
98468,54,24,54,1,0,0,0,40,69186.0,6,21,24,5,0,6,27,14,44,34.058
630,29,0,29,0,0,0,0,61,19109.0,6,36,48,1,1,0,0,12,25,0.0
53394,37,8,37,1,0,0,0,50,51919.0,2,37,48,3,0,0,0,18,30,0.0
26729,21,0,21,0,0,0,0,38,40272.0,3,-2,0,5,0,0,0,19,42,0.0
60156,32,4,32,0,0,0,0,46,55007.0,6,11,24,4,1,0,0,11,41,0.0
60052,38,7,38,1,0,0,0,63,54929.0,4,13,24,1,1,0,0,9,26,0.0
45061,36,3,36,0,0,0,0,49,48048.0,4,-4,0,3,0,0,0,12,37,0.0
24570,56,24,56,1,0,0,0,49,39021.0,5,17,24,3,0,0,0,10,39,0.0
5965,21,0,21,0,0,0,0,61,28279.0,4,10,12,1,1,0,0,16,22,0.0
3523,34,5,34,1,0,0,0,55,26188.0,2,38,48,2,2,5,4,2,41,13.069
39793,43,10,43,1,0,0,0,61,45876.0,7,23,36,1,1,0,0,9,29,0.0
14953,54,22,54,0,0,0,0,51,33932.0,1,29,36,3,0,2,1,5,42,8.692
62127,40,11,40,1,0,0,0,55,55352.0,5,32,36,2,0,0,0,9,35,0.0
35645,45,15,45,0,0,0,0,57,43952.0,7,12,24,2,0,2,1,9,33,7.482
62400,44,14,44,1,0,0,0,66,55498.0,6,7,12,0,1,2,1,6,26,9.472999999999999
15645,46,14,46,0,0,0,0,54,34835.0,5,6,12,2,1,0,0,15,29,0.0
53926,43,12,43,1,0,0,0,48,52382.0,6,14,24,3,0,0,0,16,34,0.0
53842,45,15,45,0,0,0,0,51,52280.0,5,29,36,3,3,0,0,8,40,0.0
42887,23,0,23,1,0,0,0,64,46854.0,4,31,36,1,0,3,2,7,28,9.671
43964,41,10,41,0,0,0,0,55,47926.0,2,19,24,2,3,0,0,16,28,0.0
45282,48,23,48,0,0,0,0,60,47981.0,3,31,36,1,0,0,0,16,22,0.0
12546,42,13,42,1,0,0,0,49,32158.0,4,23,36,3,3,1,1,16,34,11.64
21723,34,9,34,0,0,0,0,55,37957.0,7,41,48,2,0,4,1,6,37,12.315999999999999
62602,36,10,36,0,0,0,0,67,55615.0,4,7,12,0,1,0,0,10,21,0.0
11507,11,0,11,0,0,0,0,49,32010.0,3,19,24,3,1,0,0,17,33,0.0
57035,31,0,31,0,0,0,0,48,53825.0,3,19,24,3,1,0,0,13,38,0.0
49267,38,5,38,0,0,0,0,55,50185.0,4,26,36,2,1,0,0,3,41,0.0
62498,32,3,32,1,0,0,0,69,55479.0,2,22,24,0,1,2,1,8,22,8.932
44862,33,5,33,1,0,0,0,59,48017.0,5,26,36,2,0,2,2,9,30,8.462
60860,31,2,31,1,0,0,0,45,55252.0,5,26,36,4,0,0,0,14,39,0.0
62376,54,21,54,1,0,0,0,47,55523.0,6,8,12,4,1,3,17,14,38,25.123
16350,43,14,43,0,0,0,0,35,35053.0,6,29,36,5,3,2,1,9,54,7.5489999999999995
1357,60,27,60,0,0,0,0,47,22710.0,6,22,24,3,1,1,1,15,37,7.267
27530,53,19,53,0,0,1,0,49,40775.0,4,41,48,3,1,0,7,10,39,13.815999999999999
108926,37,8,37,1,0,0,0,66,71824.0,5,23,24,0,3,2,1,10,23,9.812999999999999
36667,39,9,39,0,0,0,0,52,44364.0,4,41,48,3,0,3,2,7,39,9.356
24725,28,1,28,0,0,0,0,50,39215.0,7,41,48,3,0,3,2,13,36,8.472000000000001
40271,52,26,52,1,0,0,0,45,46070.0,4,-1,0,4,1,0,0,13,40,0.0
48383,48,15,48,0,0,0,0,63,49765.0,4,8,12,1,1,4,3,6,29,9.786
41251,40,15,40,1,0,0,0,64,46609.0,2,38,48,0,1,0,0,9,25,0.0
56137,53,24,53,1,0,0,0,53,53238.0,3,40,48,3,2,5,23,11,35,29.934
42264,60,31,60,0,0,0,0,42,46628.0,1,0,12,4,0,0,0,14,43,0.0
52684,36,2,36,1,0,0,0,57,51664.0,5,16,24,2,0,3,2,12,30,9.124
9432,61,33,61,0,0,0,0,48,31041.0,1,22,24,3,1,0,0,12,39,0.0
24639,30,4,30,1,0,0,0,49,38994.0,5,-6,0,3,2,0,0,11,38,0.0
34770,49,18,49,0,0,0,0,66,43177.0,2,20,24,0,1,2,1,14,19,8.182
59558,25,0,25,1,0,0,0,57,54913.0,7,29,36,2,0,2,3,17,25,12.431
22207,35,7,35,0,0,0,0,35,38091.0,2,29,36,5,0,0,0,17,46,0.0
34738,21,0,21,0,0,0,0,53,43249.0,4,26,36,3,4,3,1,6,40,9.662
1992,35,6,35,1,0,0,0,48,23869.0,5,40,48,3,4,1,1,12,38,7.602
234,29,0,29,0,0,0,0,52,17570.0,5,22,24,3,0,0,0,12,35,0.0
18743,19,0,19,0,0,0,0,50,35862.0,2,-4,0,3,0,1,0,12,36,0.0
48943,23,0,23,0,0,0,0,50,50148.0,2,22,24,3,1,1,1,9,39,7.886
18403,30,0,30,1,0,0,0,61,35949.0,2,25,36,1,1,0,0,15,23,0.0
62272,51,22,51,0,0,0,0,48,55526.0,1,21,24,3,5,0,0,19,32,0.0
5329,41,13,41,1,0,0,0,64,27622.0,4,14,24,0,0,2,2,13,22,8.677999999999999
47864,44,18,44,1,0,0,0,43,49408.0,4,-6,0,4,4,0,0,12,44,0.0
1556,31,3,31,1,0,0,0,62,22858.0,2,8,12,1,0,0,0,12,25,0.0
28971,37,11,37,1,0,0,0,54,41018.0,7,30,36,2,0,0,0,12,32,0.0
1399,43,9,43,0,0,0,0,65,22775.0,6,22,24,1,2,3,2,7,26,9.452
24308,48,17,48,0,0,0,0,50,38873.0,5,21,24,3,0,6,3,8,41,12.092
18894,40,10,40,1,0,1,0,46,35994.0,5,7,12,4,0,0,0,13,39,0.0
56747,68,39,68,0,0,0,0,67,53530.0,6,-5,0,0,0,0,0,12,20,0.0
3320,31,0,31,0,0,0,0,54,26081.0,3,22,24,2,1,0,0,10,35,0.0
21900,63,33,63,1,0,0,0,39,37968.0,4,36,48,5,1,0,0,14,45,0.0
33448,35,4,35,0,0,0,0,49,42489.0,4,28,36,3,1,0,0,13,36,0.0
32766,34,6,34,1,0,0,0,70,42348.0,2,-6,0,0,3,0,0,6,22,0.0
17115,39,12,39,0,0,0,0,52,35294.0,5,38,48,3,0,4,1,11,35,12.689
21895,55,24,55,0,0,0,1,49,37996.0,3,17,24,3,1,6,20,10,39,26.680999999999997
40524,46,15,46,0,0,0,0,47,46205.0,4,36,48,3,1,1,8,18,33,14.789000000000001
43359,37,7,37,1,0,0,0,50,47152.0,7,34,36,3,1,0,0,13,36,0.0
36070,38,8,38,0,0,0,0,59,44369.0,5,6,12,1,1,0,0,5,34,0.0
33199,38,10,38,1,0,0,0,54,42511.0,4,9,12,2,0,0,0,10,34,0.0
33806,39,5,39,0,0,0,0,61,42588.0,5,31,36,1,2,0,0,5,33,0.0
43079,17,0,17,1,0,0,0,76,47096.0,6,40,48,0,4,3,1,6,16,8.216000000000001
23963,41,11,41,0,0,0,0,62,38939.0,3,-4,0,1,0,0,0,4,33,0.0
9169,42,15,42,1,0,0,0,65,30951.0,5,21,24,1,1,0,0,11,22,0.0
39119,76,45,76,0,0,0,0,60,45686.0,5,0,12,1,0,0,0,10,28,0.0
40296,41,14,41,0,0,0,0,39,46086.0,4,0,12,5,1,1,0,18,41,0.0
1143,39,8,39,1,0,0,0,59,21542.0,6,39,48,1,1,0,0,17,22,0.0
56353,43,13,43,1,0,0,0,62,53279.0,3,17,24,1,0,0,0,9,28,0.0
60137,41,14,41,0,0,0,0,67,55026.0,3,32,36,0,5,4,3,11,20,13.015999999999998
39060,45,17,45,0,0,0,0,42,45690.0,5,21,24,4,1,2,1,9,48,9.166
1655,36,7,36,1,0,0,0,47,23097.0,3,19,24,4,1,4,2,11,40,9.366
23878,33,8,33,1,0,0,0,50,38671.0,2,-5,0,3,1,0,0,13,36,0.0
4743,34,6,34,0,0,0,0,52,27037.0,5,-1,0,3,2,0,0,13,33,0.0
47390,37,8,37,1,0,0,0,42,48988.0,2,29,36,4,0,0,21,14,42,27.846999999999998
2947,37,8,37,1,0,0,0,51,25827.0,5,-4,0,3,2,1,0,9,38,0.0
23756,45,18,45,0,0,0,0,67,38531.0,7,17,24,0,0,5,2,14,18,9.011000000000001
56421,39,6,39,1,0,1,0,60,53432.0,3,31,36,1,2,4,2,18,21,10.832
32039,50,23,50,0,0,0,0,58,42059.0,5,16,24,1,3,0,0,8,32,0.0
23984,34,5,34,1,0,0,0,59,38894.0,6,22,24,1,0,4,2,4,36,8.507
54257,39,13,39,1,0,0,0,49,52487.0,6,40,48,3,1,0,0,13,37,0.0
1989,19,0,19,0,0,0,0,48,23869.0,5,29,36,3,0,2,1,12,38,9.699
41805,25,0,25,0,0,0,0,64,46566.0,5,34,36,0,2,1,1,9,25,7.8389999999999995
6620,48,20,48,1,0,0,0,55,28736.0,5,26,36,2,1,0,0,10,34,0.0
39482,43,15,43,1,0,0,0,41,45818.0,4,12,24,4,1,2,1,10,47,7.386
58389,21,0,21,0,0,0,0,51,54428.0,3,40,48,2,0,3,1,7,40,12.882
7289,43,14,43,0,0,0,0,50,29739.0,4,5,12,3,3,5,3,5,43,10.214
6942,24,0,24,0,0,0,0,43,29078.0,7,7,12,4,0,3,3,16,39,9.738999999999999
13305,22,0,22,1,0,0,0,45,32599.0,7,33,36,4,2,0,0,17,36,0.0
52453,41,15,41,0,0,0,0,49,51536.0,6,35,48,3,0,4,3,16,34,9.535
62091,55,25,55,0,0,0,0,59,55405.0,6,39,48,1,1,0,0,6,33,0.0
56514,34,5,34,1,0,0,0,40,53428.0,4,7,12,5,0,0,0,9,49,0.0
82815,59,33,59,0,0,0,0,65,62840.0,4,7,12,1,0,2,2,12,22,12.972999999999999
11695,39,8,39,1,0,0,0,55,31970.0,6,30,36,2,2,3,1,13,30,10.079
2924,42,16,42,0,0,0,0,29,25657.0,6,-4,0,7,4,0,0,16,54,0.0
17227,41,15,41,1,0,0,0,81,35349.0,7,20,24,2,0,2,1,6,11,9.149
47642,26,0,26,1,0,1,0,70,49226.0,3,23,36,0,4,4,2,6,23,10.822000000000001
30880,49,17,49,1,0,0,0,59,41558.0,3,8,12,1,1,0,0,10,30,0.0
35713,32,0,32,0,0,0,0,48,44118.0,7,5,12,3,3,0,0,14,36,0.0
52973,47,14,47,1,0,0,0,61,51738.0,4,21,24,1,1,4,1,9,28,8.032
40167,33,2,33,0,0,0,0,44,46050.0,4,9,12,4,5,0,0,11,43,0.0
210,42,13,42,0,0,0,0,57,16959.0,2,40,48,2,2,3,2,9,33,9.571
28470,36,5,36,1,0,0,0,53,40991.0,2,41,48,2,5,4,2,10,35,8.767999999999999
3110,24,0,24,1,0,0,0,46,25944.0,2,28,36,4,0,0,0,11,42,0.0
61789,47,16,47,0,0,0,0,45,55321.0,2,0,12,4,2,0,0,13,40,0.0
59110,51,19,51,1,0,0,0,68,54623.0,5,40,48,0,1,2,1,10,20,10.917
34084,47,19,47,1,1,0,0,82,42743.0,6,34,36,2,0,3,1,8,8,9.453
23450,11,0,11,0,0,0,0,75,38472.0,7,13,24,0,1,0,0,12,11,0.0
5229,58,28,58,0,0,0,0,67,27310.0,6,29,36,0,1,3,2,11,21,11.952
2313,40,12,40,1,0,0,0,49,24777.0,5,25,36,3,0,5,2,13,37,8.948
51299,39,9,39,0,0,0,0,46,51070.0,7,23,36,4,1,0,0,16,36,0.0
21367,55,21,55,1,0,0,0,51,37878.0,6,33,36,3,3,0,0,13,35,0.0
17586,29,0,29,1,0,0,0,56,35390.0,4,29,36,2,2,3,1,16,27,13.132
53145,24,0,24,1,0,0,0,61,51919.0,7,31,36,1,3,5,2,11,27,10.822000000000001
37778,19,0,19,1,0,0,0,56,45309.0,4,24,36,2,0,3,1,9,34,9.647
61594,47,21,47,1,0,0,0,53,55329.0,4,30,36,2,1,0,0,7,39,0.0
38499,44,14,44,0,0,0,0,51,45479.0,7,6,12,3,1,0,0,8,39,0.0
45069,32,5,32,0,0,0,0,53,48050.0,4,29,36,2,0,1,1,12,34,9.232999999999999
97104,42,14,42,1,0,0,0,57,68028.0,2,32,36,2,1,4,2,7,35,10.827
21559,26,0,26,1,0,0,0,54,37980.0,5,-4,0,2,0,0,0,17,28,0.0
1622,37,7,37,1,0,0,0,57,23053.0,3,40,48,2,3,3,3,13,29,9.971
41853,38,7,38,0,0,0,0,49,46612.0,7,23,36,3,2,0,7,13,36,13.849
23865,29,0,29,1,0,0,0,58,38725.0,3,0,12,2,0,0,0,9,32,0.0
61482,22,0,22,1,0,0,0,67,55341.0,7,12,24,0,1,3,2,5,26,9.376
18321,28,0,28,0,0,0,0,53,35895.0,5,8,12,2,0,0,0,13,33,0.0
45356,40,10,40,0,0,0,0,50,48006.0,7,-1,0,3,1,0,0,12,36,0.0
55228,33,3,33,0,0,0,0,40,52673.0,3,14,24,5,0,0,0,13,46,0.0
16479,57,25,57,0,0,1,0,34,35064.0,1,-5,0,6,0,0,0,14,50,0.0
9399,39,10,39,1,0,0,0,37,30959.0,2,29,36,5,0,5,3,7,54,11.639000000000001
45822,69,41,69,0,0,0,0,62,48100.0,3,5,12,1,0,0,0,9,28,0.0
55561,41,13,41,0,0,0,0,58,53222.0,5,22,24,2,0,3,3,6,35,12.262
49201,41,10,41,0,0,0,0,69,50213.0,4,34,36,0,3,2,1,7,23,9.399
45513,42,12,42,1,0,0,0,70,47992.0,5,18,24,0,1,0,0,10,19,0.0
16010,48,17,48,1,0,0,0,60,34995.0,7,22,24,1,0,4,1,12,26,7.3660000000000005
34057,20,0,20,1,0,0,0,50,42691.0,6,31,36,3,0,0,0,10,39,0.0
111372,47,18,47,1,0,0,0,53,74121.0,7,31,36,2,2,2,2,11,34,8.84
906,53,23,53,0,0,0,0,38,20187.0,4,26,36,5,0,5,2,13,48,8.978
7831,26,0,26,0,0,0,0,24,29966.0,6,22,24,7,2,3,2,10,65,12.950999999999999
3202,39,13,39,0,0,0,0,49,26083.0,6,8,12,3,3,0,0,10,40,0.0
44312,45,15,45,1,0,0,0,64,47988.0,4,21,24,1,2,4,8,6,29,15.297
35476,21,0,21,0,0,0,0,46,43847.0,5,24,36,4,0,2,1,8,44,8.442
8465,16,0,16,1,0,0,0,67,30539.0,2,29,36,0,1,5,3,6,26,9.93
29913,19,0,19,1,0,0,0,58,41121.0,2,35,36,1,1,0,0,9,31,0.0
93018,47,19,47,1,0,0,0,64,66948.0,1,5,12,0,0,3,1,11,24,9.231
30774,71,40,71,0,0,0,0,37,41567.0,1,-3,0,5,2,0,0,9,53,0.0
72424,40,12,40,0,0,0,0,49,58642.0,7,11,24,3,0,5,3,10,39,13.437000000000001
49520,45,17,45,1,0,0,0,51,50613.0,7,24,36,3,0,0,0,8,40,0.0
50383,26,0,26,0,0,0,0,57,50873.0,6,19,24,2,0,3,1,11,31,10.436
23946,24,0,24,0,0,0,0,78,38759.0,7,26,36,1,3,0,0,5,16,0.0
34114,44,18,44,1,0,0,0,26,42683.0,7,15,24,7,0,0,0,15,58,0.0
46502,42,9,42,0,0,0,0,55,48480.0,2,16,24,2,0,0,0,5,39,0.0
49105,21,0,21,1,0,0,0,40,50083.0,6,24,36,5,1,0,0,16,43,0.0
13593,19,0,19,0,0,0,0,59,32926.0,7,-1,0,1,2,1,0,7,32,0.0
31225,34,1,34,0,0,0,0,52,41850.0,5,33,36,3,0,0,0,16,30,0.0
23444,48,20,48,1,0,0,0,59,38503.0,2,-3,0,1,0,0,0,4,36,0.0
61187,26,0,26,0,0,0,0,70,55259.0,4,31,36,0,1,0,0,13,16,0.0
18489,30,0,30,0,0,0,0,58,35897.0,5,0,12,1,3,0,0,12,28,0.0
18992,53,21,53,1,0,0,0,44,36262.0,6,25,36,4,1,0,0,16,39,0.0
38203,37,11,37,1,0,0,0,53,45379.0,4,39,48,3,0,4,2,8,38,9.376
4250,64,37,64,0,0,0,0,37,27025.0,6,40,48,5,0,4,4,16,45,11.3
41128,27,0,27,0,0,0,0,55,46622.0,6,40,48,2,0,0,3,8,36,10.495
7635,31,2,31,1,0,0,0,53,29924.0,6,33,36,2,0,4,1,7,38,10.936
25031,29,0,29,1,0,0,0,57,39288.0,5,39,48,2,1,3,1,9,32,7.656000000000001
844,33,2,33,0,0,0,0,70,19906.0,3,20,24,0,1,1,1,10,19,7.656000000000001
45902,45,14,45,1,0,0,0,56,48066.0,5,33,36,2,0,0,0,7,36,0.0
40221,51,19,51,1,0,0,0,52,46123.0,6,38,48,3,7,0,0,10,36,0.0
59969,59,29,59,1,0,0,0,63,54875.0,1,11,12,1,2,0,0,10,26,0.0
24263,28,0,28,1,0,0,0,56,38867.0,2,-6,0,2,0,0,0,17,25,0.0
5834,47,15,47,0,0,0,0,43,28262.0,4,9,12,4,0,5,4,16,40,11.876
56018,16,0,16,1,0,0,0,53,53243.0,4,29,36,2,2,0,0,10,36,0.0
45431,35,6,35,0,0,0,0,45,47951.0,3,38,48,4,0,4,1,10,43,8.566
44307,33,7,33,0,0,0,0,53,47987.0,7,28,36,2,1,3,3,7,39,9.755
27959,36,8,36,1,0,0,0,49,40900.0,7,13,24,3,1,0,0,13,37,0.0
49618,34,7,34,0,0,0,0,52,50589.0,2,7,12,3,0,0,0,6,41,0.0
44057,51,22,51,0,0,0,0,54,47967.0,2,29,36,2,3,4,2,11,34,12.651
10470,36,6,36,1,0,0,0,54,31706.0,2,14,24,2,4,0,0,7,38,0.0
34840,41,12,41,1,0,0,0,41,43321.0,6,25,36,5,1,3,3,9,49,11.657
2054,61,30,61,1,0,0,0,65,24084.0,5,6,12,1,0,0,0,3,31,0.0
57175,28,0,28,0,0,0,0,43,53975.0,3,22,24,4,0,0,0,14,42,0.0
38427,40,12,40,1,0,0,0,66,45527.0,2,10,12,0,0,0,0,9,24,0.0
7836,22,0,22,0,0,0,0,42,30024.0,2,22,24,4,1,3,1,14,43,8.969
62572,47,21,47,1,0,0,0,53,55532.0,6,40,48,2,2,4,3,15,30,9.788
10607,41,13,41,0,0,1,0,49,31872.0,4,10,12,3,1,2,1,13,37,10.909
52197,27,0,27,0,0,0,0,56,51498.0,4,5,12,2,3,0,12,11,32,18.723
16831,45,15,45,1,0,0,0,57,35308.0,5,25,36,2,0,2,1,5,37,10.783
35324,35,2,35,1,0,0,0,50,43810.0,3,-3,0,3,2,5,0,13,35,0.0
45736,57,26,57,0,0,0,0,40,47965.0,2,35,36,5,0,0,0,11,48,0.0
49822,19,0,19,1,0,0,0,43,50552.0,7,25,36,4,1,4,22,9,47,28.983
3400,45,18,45,0,0,0,0,40,26203.0,5,13,24,5,2,3,2,13,46,8.26
29312,61,36,61,1,0,0,0,51,41134.0,2,33,36,3,0,3,10,12,36,17.114
4622,30,4,30,0,0,0,0,60,27008.0,3,28,36,1,3,0,0,18,20,0.0
17139,32,2,32,1,0,0,0,42,35312.0,7,37,48,4,2,0,0,17,40,0.0
73184,43,10,43,0,0,0,0,65,58667.0,4,14,24,0,2,1,1,6,28,8.772
25247,37,8,37,1,0,0,0,45,39390.0,6,41,48,4,0,5,2,16,38,11.995
58121,42,12,42,1,0,0,0,65,54413.0,6,30,36,0,2,0,0,12,22,0.0
56642,22,0,22,0,0,0,0,62,53433.0,2,17,24,1,5,0,0,13,23,0.0
51803,77,45,77,0,0,0,0,66,51285.0,2,40,48,0,2,1,1,11,22,7.422000000000001
349,25,0,25,0,0,0,0,62,17751.0,4,-6,0,1,1,0,0,10,27,0.0
30706,41,8,41,1,0,0,0,40,41516.0,7,-2,0,4,1,1,0,10,48,0.0
22987,59,28,59,1,0,0,0,66,38200.0,2,-4,0,0,0,2,0,13,19,0.0
58377,52,20,52,1,0,0,0,36,54381.0,1,39,48,5,2,0,0,13,49,0.0
25612,24,0,24,1,0,0,0,57,39840.0,6,15,24,2,6,0,0,11,30,0.0
54660,42,10,42,0,0,0,0,57,52604.0,7,-4,0,2,5,0,0,11,31,0.0
24594,39,6,39,1,0,1,0,65,38997.0,7,39,48,0,3,0,0,5,29,0.0
23947,36,11,36,1,0,0,0,52,38837.0,6,37,48,3,4,0,0,16,31,0.0
54005,20,0,20,0,0,0,0,52,52409.0,4,32,36,3,7,0,0,10,37,0.0
49523,25,0,25,1,0,0,0,58,50624.0,2,13,24,2,0,0,0,10,30,0.0
24539,44,16,44,1,0,0,0,62,38991.0,3,-4,0,1,1,0,0,7,30,0.0
107860,19,0,19,0,0,0,0,51,71457.0,3,7,12,3,0,0,30,11,36,36.854
47848,54,24,54,1,0,0,0,53,49352.0,5,38,48,2,0,0,0,10,36,0.0
16894,50,19,50,1,0,0,0,63,35312.0,6,29,36,1,0,5,2,12,23,8.559
56991,38,7,38,1,0,0,0,39,53790.0,6,39,48,5,0,0,0,12,47,0.0
43974,39,5,39,1,0,0,0,55,47869.0,2,6,12,2,1,3,1,11,33,9.666
62889,52,21,52,0,0,0,0,63,55552.0,1,9,12,1,1,3,1,3,32,9.818999999999999
51062,38,10,38,1,0,0,0,57,51009.0,7,22,24,2,1,3,2,15,27,8.821
37681,43,11,43,0,0,0,0,50,45339.0,2,29,36,3,3,0,0,5,43,0.0
58000,44,17,44,0,0,0,0,59,54296.0,4,38,48,1,3,0,0,11,29,0.0
9940,47,19,47,0,0,0,0,52,31444.0,5,32,36,2,2,5,2,9,37,10.191
59226,33,4,33,0,0,0,0,42,54844.0,7,20,24,4,0,0,0,7,49,0.0
4382,55,29,55,0,0,0,0,68,27037.0,5,18,24,0,0,0,0,8,23,0.0
60203,42,13,42,0,0,0,0,58,54974.0,2,40,48,2,0,2,28,7,34,35.512
4805,44,14,44,1,0,0,0,68,27022.0,4,12,24,0,3,0,0,12,19,0.0
1714,44,13,44,1,0,0,0,27,23151.0,4,29,36,7,0,5,2,20,51,10.175
60913,50,23,50,0,0,0,0,47,55318.0,5,40,48,3,0,0,6,15,36,14.165
18380,44,17,44,0,0,0,0,52,35883.0,4,30,36,2,0,2,2,7,39,11.512
52074,45,13,45,1,0,0,0,56,51486.0,4,8,12,2,0,3,3,14,28,9.695
45269,57,30,57,1,0,0,0,66,47989.0,6,33,36,0,0,3,2,12,20,8.683
2371,39,10,39,1,0,0,0,52,24795.0,3,22,24,3,1,5,2,9,37,10.98
53305,34,2,34,0,0,0,0,50,51930.0,7,39,48,3,0,3,2,11,37,8.525
11603,42,12,42,0,0,0,0,59,31964.0,2,31,36,2,3,4,3,7,32,9.436
47512,39,14,39,1,0,0,0,55,48966.0,6,30,36,2,0,2,1,9,34,8.432
6847,20,0,20,0,0,0,0,44,29045.0,7,12,24,4,0,2,1,17,38,7.966
2103,61,27,61,1,0,0,0,64,24098.0,4,36,48,1,1,5,2,5,29,13.475999999999999
29185,22,0,22,1,0,0,0,46,41107.0,3,26,36,4,0,3,1,16,37,12.102
10331,57,27,57,1,0,0,0,50,31558.0,1,22,24,3,0,4,2,12,37,8.754
8626,31,1,31,1,0,0,0,67,30820.0,6,-5,0,0,1,0,0,15,17,0.0
60067,17,0,17,1,0,0,0,50,54911.0,3,11,12,3,0,5,3,10,39,12.288
42591,45,12,45,1,0,0,0,46,46798.0,7,13,24,3,1,0,0,12,41,0.0
6870,18,0,18,1,0,0,0,43,29031.0,7,24,36,4,0,0,0,11,44,0.0
19309,58,31,58,0,0,0,0,53,36486.0,1,19,24,3,0,0,0,14,31,0.0
59309,46,14,46,1,0,0,0,53,54885.0,6,35,48,3,0,2,1,11,35,10.669
22436,42,13,42,1,0,0,0,46,38218.0,5,18,24,4,1,2,1,14,39,7.3020000000000005
115412,18,0,18,0,0,0,0,69,77078.0,2,32,36,0,1,3,2,11,18,8.564
4891,46,18,46,1,0,0,0,70,26969.0,3,12,24,0,4,1,4,7,21,10.743
1305,43,15,43,0,0,0,0,56,22505.0,5,14,24,2,1,0,0,11,32,0.0
57094,43,10,43,1,0,0,0,53,54024.0,4,31,36,2,0,0,0,12,33,0.0
50733,46,13,46,1,0,0,0,55,51006.0,4,41,48,2,0,0,0,10,34,0.0
10340,44,18,44,1,0,0,0,50,31553.0,6,20,24,3,1,0,0,18,31,0.0
54007,41,12,41,0,0,0,0,52,52415.0,7,16,24,2,0,3,2,7,39,9.823
