customer_id,campaign,response,response_date,purchase,purchase_date,product_id,Rowid,age,age_youngest_child,average#balance#feed#index,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,X_random,Partition,$S-campaign-1,$SC-campaign-1,$S-campaign-2,$SC-campaign-2
60222,"Car loan",0,,0,,,18735,57,26,481,"Princeton",57,"F",0,0,0,53,55023.000,"U",5,40,"48",2,0,6,6,10,35,12.743,3,"2_Testing","Savings",0.968,"Mortgage",0.922
60227,"Savings",0,,0,,,18740,46,16,229,"Queensbury",46,"M",0,0,0,36,54957.000,"U",3,16,"24",5,4,4,1,15,48,7.529,2,"2_Testing","Savings",0.970,"Mortgage",0.909
60233,"Savings",0,,0,,,18742,42,12,0,"Catburg",42,"F",0,0,0,65,55023.000,"U",7,-4,"0",0,3,0,0,9,24,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60237,"Car loan",0,,0,,,18743,28,0,0,"Foxton",28,"M",0,0,0,27,54996.000,"S",6,7,"12",7,0,0,0,15,57,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.969
60253,"Car loan",0,,0,,,18745,20,0,0,"Catburg",20,"F",0,0,0,50,55011.000,"S",2,22,"24",3,0,0,0,8,40,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60255,"Savings",0,,0,,,18748,29,0,0,"Kingsville",29,"F",0,0,0,50,55011.000,"S",2,13,"24",3,2,0,0,8,40,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60259,"Savings",0,,0,,,18750,20,0,0,"Queensbury",20,"M",0,0,0,51,55044.000,"S",2,8,"12",3,0,0,0,10,38,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60260,"Car loan",0,,0,,,18751,29,0,0,"Princeton",29,"F",0,0,0,62,54997.000,"S",5,-6,"0",1,1,0,0,6,30,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60261,"Car loan",1,2006-07-19 00:00:00,0,,421,1954,47,18,146,"Ravensville",47,"M",0,0,0,62,54997.000,"M",5,34,"36",1,0,4,2,6,30,8.376,3,"2_Testing","Savings",0.970,"Pension",0.902
60268,"Car loan",0,,0,,,18753,26,0,153,"Catburg",26,"F",0,0,0,55,54995.000,"S",3,19,"24",2,0,5,3,10,33,9.353,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60274,"Car loan",0,,0,,,18755,36,7,64,"Queensbury",36,"F",0,0,0,54,54999.000,"U",3,25,"36",2,1,2,1,12,32,11.392,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60283,"Savings",0,,0,,,18757,34,8,82,"Queensbury",34,"F",0,0,0,51,55044.000,"U",2,8,"12",3,0,2,2,15,33,10.908,3,"2_Testing","Savings",0.970,"Pension",0.902
60284,"Car loan",1,2006-07-02 00:00:00,0,,421,506,29,0,282,"Ravensville",29,"F",0,0,0,73,55012.000,"S",7,17,"24",0,2,2,1,10,16,7.516,3,"2_Testing","Savings",0.970,"Pension",0.902
60285,"Car loan",1,2006-07-18 00:00:00,0,,183,1821,31,1,160,"Ravensville",31,"F",0,0,0,73,55012.000,"M",7,26,"36",0,2,3,2,10,16,12.193,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60290,"Car loan",0,,0,,,18760,66,34,0,"Foxton",66,"M",0,0,0,56,54972.000,"M",4,23,"36",2,3,0,0,10,32,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60291,"Savings",0,,0,,,18762,48,21,189,"Queensbury",48,"M",0,0,0,52,54995.000,"M",6,28,"36",3,1,1,1,8,38,8.889,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60291,"Car loan",0,,0,,,18761,48,21,189,"Queensbury",48,"M",0,0,0,52,54995.000,"M",6,28,"36",3,1,1,1,8,38,8.889,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60296,"Savings",0,,0,,,18765,51,23,0,"Kingsville",51,"F",0,0,0,58,55007.000,"M",3,9,"12",2,3,0,0,13,27,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60296,"Car loan",0,,0,,,18766,51,23,0,"Kingsville",51,"F",0,0,0,58,55007.000,"M",3,9,"12",2,3,0,0,13,27,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60298,"Savings",0,,0,,,18767,44,16,339,"Ravensville",44,"M",0,0,0,57,54953.000,"M",4,31,"36",2,1,2,1,7,35,10.539,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60298,"Car loan",0,,0,,,18768,44,16,339,"Ravensville",44,"M",0,0,0,57,54953.000,"M",4,31,"36",2,1,2,1,7,35,10.539,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60301,"Car loan",0,,0,,,18769,78,47,0,"Foxton",78,"F",0,0,0,68,55021.000,"S",6,40,"48",0,0,0,0,6,24,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.968
60305,"Savings",0,,0,,,18773,53,22,0,"Kingsville",53,"M",0,0,0,64,55027.000,"S",2,36,"48",1,0,0,0,9,25,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60307,"Car loan",0,,0,,,18775,45,15,128,"Queensbury",45,"F",0,0,0,69,54959.000,"U",6,16,"24",0,1,3,1,12,17,10.953,2,"2_Testing","Savings",0.970,"Pension",0.902
60308,"Car loan",0,,0,,,18776,45,13,0,"Catburg",45,"F",0,0,0,54,54973.000,"U",6,27,"36",2,0,0,0,9,36,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60309,"Car loan",0,,0,,,18777,52,22,454,"Kingsville",52,"M",0,0,0,52,54965.000,"S",5,37,"48",3,2,2,2,10,37,8.587,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60310,"Mortgage",0,,0,,,18778,43,16,276,"Kingsville",43,"F",0,0,0,57,54996.000,"S",6,40,"48",2,1,1,26,12,29,32.442,3,"2_Testing","Savings",0.967,"Mortgage",0.922
60325,"Car loan",0,,0,,,18781,63,32,0,"Queensbury",63,"M",0,0,0,46,55112.000,"S",5,-7,"0",4,1,0,0,14,38,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60326,"Car loan",0,,0,,,18782,39,12,29,"Ravensville",39,"F",0,0,0,32,55075.000,"S",6,8,"12",6,1,2,1,14,53,7.996,1,"2_Testing","Savings",0.969,"Car loan",0.899
60328,"Car loan",0,,0,,,18783,37,5,0,"Kingsville",37,"M",0,0,0,48,55102.000,"M",3,8,"12",3,1,0,0,21,29,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60330,"Car loan",0,,0,,,18784,36,6,0,"Foxton",36,"F",0,0,0,51,55057.000,"U",2,-5,"0",3,1,1,0,9,39,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60337,"Car loan",0,,0,,,18787,35,11,250,"Kingsville",35,"F",0,0,0,56,55088.000,"M",3,16,"24",2,2,1,1,8,35,8.429,1,"2_Testing","Savings",0.970,"Pension",0.902
60338,"Pension",0,,0,,,18789,55,25,166,"Ravensville",55,"F",0,0,0,64,55057.000,"M",4,22,"24",0,2,3,2,7,28,8.381,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60346,"Savings",0,,0,,,18790,39,12,0,"Queensbury",39,"F",0,0,0,60,55141.000,"S",5,13,"24",1,3,0,0,11,27,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60346,"Car loan",0,,0,,,18791,39,12,0,"Queensbury",39,"F",0,0,0,60,55141.000,"S",5,13,"24",1,3,0,0,11,27,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60347,"Pension",0,,0,,,18792,35,6,249,"Catburg",35,"M",0,0,0,57,55098.000,"S",7,22,"24",1,0,3,2,8,34,9.739,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60357,"Mortgage",0,,0,,,18793,49,19,712,"Kingsville",49,"M",0,0,0,62,55118.000,"S",4,41,"48",1,2,0,22,6,31,29.332,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60367,"Car loan",0,,0,,,18794,24,0,0,"Princeton",24,"F",0,0,0,56,55056.000,"S",7,12,"24",2,3,0,0,14,28,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60382,"Savings",0,,0,,,18796,39,12,356,"Catburg",39,"M",0,0,0,74,55065.000,"M",3,40,"48",0,1,4,2,9,16,12.882,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60382,"Mortgage",0,,0,,,18797,39,12,356,"Catburg",39,"M",0,0,0,74,55065.000,"M",3,40,"48",0,1,4,2,9,16,12.882,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60385,"Car loan",0,,0,,,18798,36,7,0,"Foxton",36,"M",0,0,0,59,55077.000,"U",2,30,"36",1,0,0,0,10,29,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60388,"Savings",0,,0,,,18800,34,5,484,"Catburg",34,"F",0,0,0,54,55078.000,"M",4,22,"24",2,3,2,27,9,36,33.883,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60392,"Pension",0,,0,,,18802,28,0,374,"Princeton",28,"F",0,0,0,53,55062.000,"S",3,12,"24",3,0,4,8,4,42,14.874,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60394,"Car loan",0,,0,,,18803,47,18,106,"Princeton",47,"M",0,0,0,63,55102.000,"M",7,25,"36",1,0,4,2,14,22,9.294,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60407,"Pension",0,,0,,,18806,34,2,377,"Catburg",34,"F",0,0,0,57,55059.000,"M",4,41,"48",2,4,3,1,8,33,12.682,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60407,"Savings",0,,0,,,18807,34,2,377,"Catburg",34,"F",0,0,0,57,55059.000,"M",4,41,"48",2,4,3,1,8,33,12.682,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60416,"Savings",0,,0,,,18808,77,49,75,"Catburg",77,"F",0,0,0,68,55131.000,"M",4,14,"24",0,1,2,1,4,26,8.202,1,"2_Testing","Savings",0.970,"Pension",0.902
60416,"Car loan",0,,0,,,18809,77,49,75,"Catburg",77,"F",0,0,0,68,55131.000,"M",4,14,"24",0,1,2,1,4,26,8.202,1,"2_Testing","Savings",0.970,"Pension",0.902
60422,"Car loan",0,,0,,,18811,38,6,199,"Ravensville",38,"F",0,0,0,77,55062.000,"M",7,19,"24",1,0,2,1,8,13,7.466,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60425,"Car loan",0,,0,,,18814,21,0,0,"Foxton",21,"M",0,0,0,46,55120.000,"S",6,39,"48",3,1,0,0,5,47,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60430,"Car loan",0,,0,,,18815,50,21,86,"Ravensville",50,"M",0,0,0,58,55137.000,"U",6,10,"12",2,0,4,3,20,21,10.052,2,"2_Testing","Savings",0.970,"Mortgage",0.853
60432,"Car loan",0,,0,,,18816,50,19,0,"Foxton",50,"F",0,0,0,47,55096.000,"S",4,-1,"0",3,0,1,0,16,36,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60436,"Car loan",0,,0,,,18817,42,10,99,"Princeton",42,"F",0,0,0,48,55150.000,"S",3,38,"48",3,0,3,3,11,39,10.259,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60437,"Car loan",0,,0,,,18820,50,20,0,"Kingsville",50,"F",0,0,0,60,55101.000,"M",5,40,"48",1,1,0,0,9,30,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60439,"Car loan",0,,0,,,18821,46,15,0,"Queensbury",46,"F",0,0,0,56,55084.000,"U",5,-2,"0",2,0,0,0,14,29,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60441,"Car loan",0,,0,,,18823,35,6,0,"Queensbury",35,"F",0,0,0,47,55074.000,"U",5,-3,"0",3,1,0,0,13,38,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60448,"Car loan",0,,0,,,18826,45,18,78,"Queensbury",45,"F",0,0,0,39,55112.000,"U",5,13,"24",5,0,3,1,15,45,7.936,3,"2_Testing","Savings",0.970,"Pension",0.902
60456,"Car loan",0,,0,,,18828,44,13,353,"Ravensville",44,"F",0,0,0,44,55128.000,"S",2,22,"24",4,0,3,1,11,43,8.139,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60457,"Car loan",0,,0,,,18829,29,1,0,"Foxton",29,"M",0,0,0,55,55073.000,"U",5,-1,"0",2,0,2,0,8,35,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60458,"Savings",0,,0,,,18830,32,0,0,"Queensbury",32,"F",0,0,0,43,55099.000,"S",6,28,"36",4,1,0,0,12,44,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60458,"Car loan",0,,0,,,18831,32,0,0,"Queensbury",32,"F",0,0,0,43,55099.000,"S",6,28,"36",4,1,0,0,12,44,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60459,"Car loan",0,,0,,,18832,39,9,9,"Princeton",39,"M",0,0,0,39,55117.000,"M",5,28,"36",5,2,3,2,16,44,9.408,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60459,"Savings",0,,0,,,18833,39,9,9,"Princeton",39,"M",0,0,0,39,55117.000,"M",5,28,"36",5,2,3,2,16,44,9.408,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60461,"Car loan",0,,0,,,18834,47,22,0,"Queensbury",47,"M",0,0,0,49,55070.000,"U",1,-2,"0",3,1,0,0,9,41,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60488,"Savings",0,,0,,,18838,38,2,0,"Princeton",38,"F",0,0,0,60,55082.000,"U",4,21,"24",1,2,0,0,8,31,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60488,"Car loan",0,,0,,,18839,38,2,0,"Princeton",38,"F",0,0,0,60,55082.000,"U",4,21,"24",1,2,0,0,8,31,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60493,"Mortgage",0,,0,,,18840,44,11,60,"Catburg",44,"F",0,0,0,58,55106.000,"U",5,12,"24",2,2,3,1,7,33,7.293,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60496,"Car loan",0,,0,,,18844,48,16,103,"Catburg",48,"M",0,0,0,39,55136.000,"S",2,38,"48",5,2,2,1,19,40,7.961,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60497,"Savings",0,,0,,,18845,37,6,549,"Queensbury",37,"M",0,0,0,55,55108.000,"U",3,38,"48",2,1,0,21,10,34,27.749,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60500,"Car loan",0,,0,,,18846,38,10,0,"Queensbury",38,"F",0,0,0,68,55126.000,"S",6,24,"36",0,4,0,0,9,21,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60513,"Car loan",0,,0,,,18849,29,0,199,"Foxton",29,"F",0,0,0,56,55092.000,"S",6,28,"36",2,0,2,1,9,34,7.846,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60518,"Savings",0,,0,,,18852,31,0,0,"Ravensville",31,"F",0,0,0,39,55078.000,"S",7,31,"36",5,4,0,0,18,42,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60518,"Car loan",0,,0,,,18853,31,0,0,"Ravensville",31,"F",0,0,0,39,55078.000,"S",7,31,"36",5,4,0,0,18,42,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60524,"Savings",0,,0,,,18854,54,24,0,"Princeton",54,"F",0,0,0,61,55104.000,"M",3,15,"24",1,1,0,0,3,35,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60533,"Car loan",0,,0,,,18856,46,19,0,"Catburg",46,"F",0,0,0,63,55154.000,"U",6,29,"36",1,1,0,0,7,28,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60542,"Car loan",0,,0,,,18857,41,12,0,"Princeton",41,"M",0,0,0,55,55188.000,"S",6,-6,"0",2,0,1,0,14,29,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60548,"Savings",0,,0,,,18858,30,3,8,"Catburg",30,"F",0,0,0,55,55319.000,"M",3,22,"24",2,1,2,1,16,28,11.074,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60553,"Mortgage",0,,0,,,18861,39,8,269,"Foxton",39,"M",0,0,0,57,55342.000,"M",4,40,"48",2,4,4,1,12,30,8.902,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60556,"Car loan",0,,0,,,18862,47,18,679,"Ravensville",47,"F",0,0,0,48,55278.000,"M",4,28,"36",3,0,0,4,15,35,11.359,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60559,"Savings",0,,0,,,18864,28,0,63,"Queensbury",28,"F",0,0,0,40,55274.000,"S",2,10,"12",5,1,3,1,13,46,8.693,2,"2_Testing","Savings",0.970,"Pension",0.902
60559,"Car loan",1,2006-07-13 00:00:00,1,,421,1469,28,0,63,"Queensbury",28,"F",0,0,0,40,55274.000,"S",2,10,"12",5,1,3,1,13,46,8.693,2,"2_Testing","Savings",0.970,"Pension",0.107
60565,"Car loan",1,2006-07-30 00:00:00,0,,421,2753,49,21,212,"Princeton",49,"F",0,0,0,54,55323.000,"S",5,27,"36",2,0,6,3,15,30,10.745,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60566,"Car loan",0,,0,,,18865,43,15,0,"Queensbury",43,"F",0,0,0,54,55323.000,"U",6,-2,"0",2,0,0,0,15,30,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60566,"Savings",0,,0,,,18866,43,15,0,"Queensbury",43,"F",0,0,0,54,55323.000,"U",6,-2,"0",2,0,0,0,15,30,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60572,"Car loan",0,,0,,,18867,46,17,0,"Queensbury",46,"F",0,0,0,46,55326.000,"M",7,22,"24",4,1,0,0,13,40,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60581,"Car loan",0,,0,,,18869,48,20,0,"Princeton",48,"M",0,0,0,57,55280.000,"S",3,25,"36",2,3,0,0,13,28,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60582,"Car loan",0,,0,,,18870,54,24,0,"Catburg",54,"F",0,0,0,55,55287.000,"S",4,16,"24",2,0,0,0,12,32,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60596,"Savings",0,,0,,,18873,38,13,353,"Ravensville",38,"M",0,0,0,49,55341.000,"S",4,29,"36",3,0,1,15,10,39,21.500,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60596,"Pension",0,,0,,,18874,38,13,353,"Ravensville",38,"M",0,0,0,49,55341.000,"S",4,29,"36",3,0,1,15,10,39,21.500,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60603,"Car loan",0,,0,,,18875,46,20,0,"Kingsville",46,"M",0,0,0,53,55313.000,"U",2,41,"48",3,0,0,0,8,37,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60605,"Pension",0,,0,,,18876,25,0,219,"Queensbury",25,"M",0,0,0,63,55315.000,"S",4,12,"24",1,2,3,2,10,26,10.323,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60605,"Car loan",1,2006-07-12 00:00:00,1,,421,1301,25,0,219,"Queensbury",25,"M",0,0,0,63,55315.000,"S",4,12,"24",1,2,3,2,10,26,10.323,3,"2_Testing","Savings",0.970,"Pension",0.902
60607,"Car loan",0,,0,,,18878,51,20,0,"Princeton",51,"F",0,0,0,63,55315.000,"S",3,38,"48",1,0,0,0,10,26,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60614,"Car loan",0,,0,,,18879,50,16,0,"Queensbury",50,"M",0,0,0,39,55308.000,"M",5,34,"36",5,1,0,0,17,43,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60614,"Savings",0,,0,,,18880,50,16,0,"Queensbury",50,"M",0,0,0,39,55308.000,"M",5,34,"36",5,1,0,0,17,43,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60638,"Car loan",0,,0,,,18886,32,4,0,"Catburg",32,"F",0,0,0,59,55306.000,"U",5,13,"24",1,3,0,0,10,29,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60639,"Car loan",0,,0,,,18887,40,12,0,"Kingsville",40,"M",0,0,0,38,55322.000,"U",3,40,"48",5,0,0,0,13,47,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60642,"Car loan",0,,0,,,18889,38,6,0,"Kingsville",38,"M",0,0,0,50,55311.000,"M",6,22,"24",3,1,0,0,10,38,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60656,"Car loan",0,,0,,,18892,29,1,0,"Ravensville",29,"M",0,0,0,50,55317.000,"M",4,12,"24",3,3,0,0,11,37,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60658,"Car loan",0,,0,,,18893,43,13,0,"Catburg",43,"M",0,0,0,50,55317.000,"U",4,-3,"0",3,0,0,0,11,37,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60667,"Savings",0,,0,,,18896,40,11,0,"Ravensville",40,"M",0,0,0,60,55253.000,"S",2,39,"48",1,0,0,0,13,25,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60671,"Savings",0,,0,,,18898,67,39,0,"Foxton",67,"M",0,0,0,56,55266.000,"S",1,32,"36",2,0,0,0,6,36,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60671,"Car loan",0,,0,,,18899,67,39,0,"Foxton",67,"M",0,0,0,56,55266.000,"S",1,32,"36",2,0,0,0,6,36,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60678,"Car loan",0,,0,,,18900,49,19,0,"Foxton",49,"F",0,0,0,44,55286.000,"U",1,6,"12",4,1,0,0,10,44,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60681,"Car loan",0,,0,,,18901,25,0,0,"Foxton",25,"F",0,0,0,42,55288.000,"S",7,-3,"0",4,0,1,0,9,47,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60683,"Car loan",0,,0,,,18902,40,9,0,"Queensbury",40,"M",0,0,0,42,55288.000,"M",7,37,"48",4,1,0,0,9,47,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60686,"Mortgage",0,,0,,,18903,17,0,69,"Foxton",17,"M",0,0,0,42,55288.000,"S",7,22,"24",4,0,1,1,9,47,7.502,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60688,"Savings",0,,0,,,18904,20,0,72,"Catburg",20,"F",0,0,0,53,55284.000,"S",3,23,"24",2,3,3,2,19,26,12.802,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60688,"Car loan",0,,0,,,18905,20,0,72,"Catburg",20,"F",0,0,0,53,55284.000,"S",3,23,"24",2,3,3,2,19,26,12.802,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60708,"Car loan",0,,0,,,18908,30,0,0,"Ravensville",30,"M",0,0,0,52,55321.000,"S",3,28,"36",3,0,0,0,10,36,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60711,"Savings",0,,0,,,18910,54,22,0,"Princeton",54,"F",0,0,0,53,55309.000,"M",1,17,"24",2,2,0,0,20,26,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60711,"Car loan",0,,0,,,18909,54,22,0,"Princeton",54,"F",0,0,0,53,55309.000,"M",1,17,"24",2,2,0,0,20,26,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60715,"Savings",0,,0,,,18911,54,27,0,"Queensbury",54,"M",0,0,0,53,55309.000,"M",1,26,"36",2,1,0,0,20,26,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60715,"Car loan",0,,0,,,18912,54,27,0,"Queensbury",54,"M",0,0,0,53,55309.000,"M",1,26,"36",2,1,0,0,20,26,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60717,"Car loan",0,,0,,,18914,39,11,415,"Princeton",39,"F",0,0,0,43,55347.000,"M",4,12,"24",4,1,3,1,11,45,7.732,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60717,"Pension",0,,0,,,18915,39,11,415,"Princeton",39,"F",0,0,0,43,55347.000,"M",4,12,"24",4,1,3,1,11,45,7.732,3,"2_Testing","Savings",0.970,"Mortgage",0.922
60722,"Car loan",0,,0,,,18917,29,1,50,"Catburg",29,"F",0,0,0,55,55331.000,"S",3,15,"24",2,0,3,1,14,29,8.149,1,"2_Testing","Savings",0.970,"Pension",0.902
60730,"Car loan",0,,0,,,18920,19,0,0,"Foxton",19,"M",0,0,0,53,55325.000,"S",7,-2,"0",3,0,1,0,11,35,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
60732,"Car loan",0,,0,,,18921,24,0,0,"Foxton",24,"M",0,0,0,43,55263.000,"S",6,26,"36",4,1,0,0,12,43,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60737,"Car loan",0,,0,,,18924,35,2,0,"Catburg",35,"M",0,0,0,58,55325.000,"S",3,0,"12",2,2,0,0,10,31,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60742,"Car loan",0,,0,,,18925,51,22,0,"Queensbury",51,"F",0,0,0,54,55309.000,"M",4,40,"48",2,1,0,0,14,30,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60755,"Mortgage",0,,0,,,18929,48,17,180,"Ravensville",48,"F",0,0,0,55,55258.000,"S",2,41,"48",2,1,5,2,7,37,11.911,1,"2_Testing","Savings",0.970,"Mortgage",0.922
60758,"Car loan",1,2006-07-19 00:00:00,1,,183,1956,32,2,927,"Ravensville",32,"M",0,0,0,55,55258.000,"S",2,32,"36",2,1,2,28,7,37,35.160,1,"2_Testing","Savings",0.832,"Pension",0.098
60769,"Car loan",0,,0,,,18933,31,4,114,"Catburg",31,"F",0,0,0,56,55273.000,"S",5,15,"24",2,0,1,1,11,31,9.399,2,"2_Testing","Savings",0.970,"Pension",0.902
60780,"Savings",0,,0,,,18934,52,20,93,"Ravensville",52,"M",0,0,0,53,55335.000,"S",3,40,"48",3,4,3,1,11,35,10.022,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60780,"Pension",0,,0,,,18935,52,20,93,"Ravensville",52,"M",0,0,0,53,55335.000,"S",3,40,"48",3,4,3,1,11,35,10.022,2,"2_Testing","Savings",0.970,"Mortgage",0.922
60783,"Savings",0,,0,,,18936,62,32,174,"Queensbury",62,"F",0,0,0,48,55263.000,"S",4,8,"12",3,2,4,2,9,42,9.932,2,"2_Testing","Savings",0.970,"Pension",0.901
60795,"Car loan",0,,0,,,18940,43,11,0,"Queensbury",43,"M",0,0,0,63,55285.000,"U",3,26,"36",1,0,0,0,10,25,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60796,"Car loan",0,,0,,,18941,28,0,89,"Foxton",28,"F",0,0,0,63,55285.000,"S",3,16,"24",1,0,4,2,10,25,8.746,2,"2_Testing","Savings",0.970,"Pension",0.902
60813,"Car loan",0,,0,,,18944,55,24,0,"Kingsville",55,"F",0,0,0,60,55330.000,"U",4,-5,"0",1,0,0,0,11,27,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60818,"Car loan",0,,0,,,18947,38,6,0,"Kingsville",38,"M",0,0,0,63,55327.000,"U",3,11,"24",1,1,0,0,11,25,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
60824,"Car loan",0,,0,,,18951,34,9,0,"Kingsville",34,"F",0,0,0,59,55255.000,"M",7,11,"24",1,0,0,0,5,34,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
60825,"Mortgage",0,,0,,,18952,23,0,606,"Catburg",23,"M",0,0,0,38,55320.000,"S",5,29,"36",5,3,5,18,11,49,24.972,2,"2_Testing","Mortgage",0.922,"Savings",0.141
